extracted_name,refine_flag,region,trial_num
林淑貞,False,0,1
吳承翰,False,0,1
刘玉华,False,1,1
陳柏翰,False,0,1
陈俊豪,True,-1,1
NA,True,-1,1
吳承翰,False,0,1
王淑兰,False,1,1
李丹丹,False,1,1
陈俊豪,True,-1,1
王淑兰,False,1,1
陳淑美,False,0,1
刘玉华,False,1,1
陈秀兰,False,1,1
李淑华,False,1,1
杨秀珍,False,1,1
李桂荣,False,1,1
林淑貞,False,0,1
吳承翰,False,0,1
陳俊豪,False,0,1
陈秀兰,False,1,1
林哲宇,False,0,1
李淑华,False,1,1
陈俊豪,True,-1,1
林哲宇,False,0,1
杨秀珍,False,1,1
张淑芳,True,-1,1
林淑貞,False,0,1
林哲宇,False,0,1
杨秀珍,False,1,1
王淑兰,False,1,1
林哲宇,False,0,1
李桂荣,False,1,1
劉冠廷,False,0,1
陳俊豪,False,0,1
吳承翰,False,0,1
张淑惠,True,-1,1
林哲宇,False,0,1
刘玉华,False,1,1
林淑貞,False,0,1
陈柏翰,True,-1,1
林淑貞,False,0,1
刘玉华,False,1,1
陈秀兰,False,1,1
杨秀珍,False,1,1
王淑兰,False,1,1
张淑惠,True,-1,1
吳承翰,False,0,1
杨秀珍,False,1,1
李桂荣,False,1,1
李桂荣,False,1,1
王淑兰,False,1,1
王淑兰,False,1,1
吳承翰,False,0,1
陈秀兰,False,1,1
林淑貞,False,0,1
吳承翰,False,0,1
李桂荣,False,1,1
吳承翰,False,0,1
吴承翰,True,-1,1
陈秀兰,False,1,1
张秀荣,False,1,1
李丹丹,False,1,1
吳承翰,False,0,1
陈秀兰,False,1,1
刘玉华,False,1,1
李淑华,False,1,1
张秀芳,False,1,1
李丹丹,False,1,1
李桂荣,False,1,1
林哲宇,False,0,1
李桂荣,False,1,1
张秀荣,False,1,1
杨秀珍,False,1,1
张秀荣,False,1,1
劉冠廷,False,0,1
吳承翰,False,0,1
刘玉兰,False,1,1
杨秀珍,False,1,1
张秀荣,False,1,1
陳俊豪,False,0,1
刘玉华,False,1,1
吳承翰,False,0,1
李丹丹,False,1,1
张秀芳,False,1,1
张秀芳,False,1,1
李淑华,False,1,1
张秀芳,False,1,1
张秀荣,False,1,1
李桂荣,False,1,1
杨秀珍,False,1,1
李桂荣,False,1,1
张秀芳,False,1,1
李淑华,False,1,1
王淑兰,False,1,1
张淑芳,True,-1,1
陳柏翰,False,0,1
张秀芳,False,1,1
陈淑美,True,-1,1
李淑华,False,1,1
吳承翰,False,0,1
李桂荣,False,1,1
張淑惠,False,0,1
陈秀兰,False,1,1
吳承翰,False,0,1
吳承翰,False,0,1
陈俊豪,True,-1,1
张秀芳,False,1,1
林淑貞,False,0,1
李桂荣,False,1,1
张秀荣,False,1,1
吳承翰,False,0,1
张秀芳,False,1,1
劉冠廷,False,0,1
陈秀兰,False,1,1
李桂荣,False,1,1
刘玉华,False,1,1
陈秀兰,False,1,1
陳淑兰,True,-1,1
李丹丹,False,1,1
刘玉华,False,1,1
林哲宇,False,0,1
张秀芳,False,1,1
杨秀珍,False,1,1
张秀芳,False,1,1
陳柏翰,False,0,1
张秀荣,False,1,1
刘玉华,False,1,1
陳淑美,False,0,1
李秀英,False,1,2
李秀英,False,1,2
李秀英,False,1,2
李凤英,False,1,2
陈秀英,False,1,2
陳俊宇,False,0,2
李秀荣,False,1,2
张春梅,False,1,2
李凤英,False,1,2
李秀英,False,1,2
吳佩珊,False,0,2
李秀英,False,1,2
李秀英,False,1,2
李秀英,False,1,2
李桂珍,False,1,2
陈秀英,False,1,2
李桂珍,False,1,2
李建华,False,1,2
李桂珍,False,1,2
吳佩珊,False,0,2
李秀英,False,1,2
吳佩珊,False,0,2
陳俊廷,False,0,2
李桂珍,False,1,2
李秀英,False,1,2
李桂珍,False,1,2
李桂珍,False,1,2
张春梅,False,1,2
陳俊廷,False,0,2
李桂珍,False,1,2
李秀英,False,1,2
陈淑美,True,-1,2
陈秀英,False,1,2
陳淑美,False,0,2
李建興,False,0,2
李秀英,False,1,2
王红梅,False,1,2
李秀英,False,1,2
李秀荣,False,1,2
李凤英,False,1,2
王红梅,False,1,2
李建华,False,1,2
李秀英,False,1,2
吳佩珊,False,0,2
李秀荣,False,1,2
李秀荣,False,1,2
陳麗卿,False,0,2
吳佩珊,False,0,2
王建国,False,1,2
李秀英,False,1,2
吳佩珊,False,0,2
吳佩珊,False,0,2
李秀英,False,1,2
陈秀英,False,1,2
陳俊宇,False,0,2
陈俊廷,True,-1,2
李秀英,False,1,2
陈秀英,False,1,2
李桂珍,False,1,2
李秀英,False,1,2
陳俊廷,False,0,2
李桂珍,False,1,2
李秀荣,False,1,2
陈秀英,False,1,2
李秀英,False,1,2
李秀英,False,1,2
李秀英,False,1,2
张春梅,False,1,2
吳佩珊,False,0,2
李秀英,False,1,2
陳俊廷,False,0,2
李秀荣,False,1,2
李秀荣,False,1,2
杨秀珍,False,1,2
李秀英,False,1,2
李建興,False,0,2
李秀英,False,1,2
李建興,False,0,2
吳佩珊,False,0,2
王红梅,False,1,2
李秀英,False,1,2
李桂珍,False,1,2
陳麗卿,False,0,2
李秀英,False,1,2
李秀英,False,1,2
陳俊廷,False,0,2
李秀英,False,1,2
李秀荣,False,1,2
陈淑美,True,-1,2
陈秀英,False,1,2
吳佩珊,False,0,2
李秀英,False,1,2
吳佩珊,False,0,2
陈秀英,False,1,2
李秀荣,False,1,2
李秀英,False,1,2
李桂珍,False,1,2
李秀英,False,1,2
陈秀英,False,1,2
李秀英,False,1,2
李秀荣,False,1,2
李秀英,False,1,2
李桂珍,False,1,2
李桂珍,False,1,2
陳麗華,False,0,2
李秀英,False,1,2
吳佩珊,False,0,2
李秀英,False,1,2
张春梅,False,1,2
陳麗華,False,0,2
李凤英,False,1,2
李秀荣,False,1,2
王建国,False,1,2
王红梅,False,1,2
陈俊宇,True,-1,2
李秀荣,False,1,2
陈秀英,False,1,2
李秀英,False,1,2
李建华,False,1,2
王红梅,False,1,2
张春梅,False,1,2
陳麗卿,False,0,2
李秀荣,False,1,2
王建国,False,1,2
李秀英,False,1,2
王建国,False,1,2
陳怡靜,False,0,2
李桂珍,False,1,2
李凤英,False,1,2
李秀英,False,1,2
王建国,False,1,2
李建興,False,0,2
陈秀英,False,1,2
陳麗華,False,0,2
王红梅,False,1,2
李建华,False,1,2
李建华,False,1,2
李建华,False,1,2
李建华,False,1,2
王建国,False,1,2
李秀英,False,1,2
李秀英,False,1,2
陈淑美,True,-1,2
李秀英,False,1,2
李秀英,False,1,2
李桂珍,False,1,2
李建興,False,0,2
陳俊宇,False,0,2
李建华,False,1,2
李建华,False,1,2
李秀英,False,1,2
陳俊廷,False,0,2
李秀英,False,1,2
陳淑美,False,0,2
李秀英,False,1,2
李秀英,False,1,2
陳麗華,False,0,2
陳俊廷,False,0,2
李建华,False,1,2
李秀英,False,1,2
李秀英,False,1,2
王建国,False,1,2
李秀英,False,1,2
李建华,False,1,2
李建興,False,0,2
李秀荣,False,1,2
陈俊宇,True,-1,2
李秀英,False,1,2
李秀荣,False,1,2
李秀英,False,1,2
李秀英,False,1,2
李秀英,False,1,2
李建华,False,1,2
李建华,False,1,2
李秀英,False,1,2
李建华,False,1,2
陳俊宇,False,0,2
王建国,False,1,2
陈秀英,False,1,2
陳俊宇,False,0,2
王淑英,False,1,3
林秀玲,False,0,3
林冠廷,False,0,3
陳麗美,False,0,3
李红梅,False,1,3
林秀美,False,0,3
王桂英,False,1,3
张建军,False,1,3
王丽娟,False,1,3
林冠宏,False,0,3
林秀玲,False,0,3
陳俊良,False,0,3
王淑英,False,1,3
王桂英,False,1,3
陈秀兰,False,1,3
李红梅,False,1,3
陈秀兰,False,1,3
刘桂英,False,1,3
陈秀兰,False,1,3
林建成,False,0,3
王淑英,False,1,3
林秀玲,False,0,3
林冠廷,False,0,3
陈秀兰,False,1,3
王淑英,False,1,3
陈秀兰,False,1,3
陈秀兰,False,1,3
张建军,False,1,3
林冠廷,False,0,3
陈秀兰,False,1,3
林秀玲,False,0,3
张建军,False,1,3
李红梅,False,1,3
陳麗美,False,0,3
林冠宏,False,0,3
吳承翰,False,0,3
王秀珍,False,1,3
王玉兰,False,1,3
陳俊良,False,0,3
王丽娟,False,1,3
王秀珍,False,1,3
李玉珍,False,1,3
王桂英,False,1,3
林建成,False,0,3
林秀美,False,0,3
王桂英,False,1,3
陈美云,True,-1,3
林建成,False,0,3
王玉兰,False,1,3
陈美云,True,-1,3
林建成,False,0,3
林建成,False,0,3
吳承翰,False,0,3
李红梅,False,1,3
吳承翰,False,0,3
林冠廷,False,0,3
王玉兰,False,1,3
李红梅,False,1,3
陈秀兰,False,1,3
林秀玲,False,0,3
林冠廷,False,0,3
陈秀兰,False,1,3
吳承翰,False,0,3
李红梅,False,1,3
王桂英,False,1,3
林秀玲,False,0,3
王淑英,False,1,3
张建军,False,1,3
林秀玲,False,0,3
林秀美,False,0,3
林冠廷,False,0,3
王桂英,False,1,3
王淑英,False,1,3
李玉珍,False,1,3
王桂英,False,1,3
王玉兰,False,1,3
王淑英,False,1,3
林冠宏,False,0,3
林秀玲,False,0,3
王玉兰,False,1,3
王淑英,False,1,3
陈秀兰,False,1,3
王淑英,False,1,3
王淑英,False,1,3
林秀琴,False,0,3
林冠廷,False,0,3
陳麗美,False,0,3
林秀玲,False,0,3
陳美雲,False,0,3
李红梅,False,1,3
林建成,False,0,3
陳麗美,False,0,3
林秀玲,False,0,3
李红梅,False,1,3
王桂英,False,1,3
王淑英,False,1,3
陈秀兰,False,1,3
林秀玲,False,0,3
李红梅,False,1,3
王淑英,False,1,3
张建军,False,1,3
王淑英,False,1,3
陈秀兰,False,1,3
陈秀兰,False,1,3
林秀美,False,0,3
王桂英,False,1,3
林秀琴,False,0,3
陳俊良,False,0,3
张建军,False,1,3
林秀美,False,0,3
王丽娟,False,1,3
王桂英,False,1,3
王玉兰,False,1,3
王秀珍,False,1,3
林秀美,False,0,3
王桂英,False,1,3
李红梅,False,1,3
李玉珍,False,1,3
吳承翰,False,0,3
王秀珍,False,1,3
张建军,False,1,3
陳美雲,False,0,3
王玉兰,False,1,3
王玉兰,False,1,3
王淑英,False,1,3
王玉兰,False,1,3
林秀琴,False,0,3
吳承翰,False,0,3
王丽娟,False,1,3
王淑英,False,1,3
王玉兰,False,1,3
林冠廷,False,0,3
李红梅,False,1,3
林秀美,False,0,3
王秀珍,False,1,3
吳承翰,False,0,3
王淑英,False,1,3
李玉珍,False,1,3
吴承翰,True,-1,3
王玉兰,False,1,3
吳承翰,False,0,3
王淑英,False,1,3
张建军,False,1,3
吳承翰,False,0,3
李玉珍,False,1,3
陈秀兰,False,1,3
林冠宏,False,0,3
吳承翰,False,0,3
刘桂英,False,1,3
王玉兰,False,1,3
李玉珍,False,1,3
林冠廷,False,0,3
王玉兰,False,1,3
林秀玲,False,0,3
王桂英,False,1,3
林秀玲,False,0,3
林秀美,False,0,3
林冠廷,False,0,3
王淑英,False,1,3
林秀玲,False,0,3
张建军,False,1,3
王玉兰,False,1,3
林秀玲,False,0,3
刘桂英,False,1,3
林秀琴,False,0,3
王桂英,False,1,3
吳承翰,False,0,3
林秀琴,False,0,3
王桂英,False,1,3
陳麗美,False,0,3
林秀玲,False,0,3
王淑英,False,1,3
林秀玲,False,0,3
王淑英,False,1,3
王淑英,False,1,3
吳承翰,False,0,3
吳承翰,False,0,3
王玉兰,False,1,3
李红梅,False,1,3
吳承翰,False,0,3
张丽娟,False,1,4
陳麗美,False,0,4
陳雅惠,False,0,4
陈建宇,True,-1,4
张玉华,False,1,4
林冠宏,False,0,4
张玉华,False,1,4
张桂芳,False,1,4
刘玉英,False,1,4
陳建宇,False,0,4
陳美麗,False,0,4
陳俊宇,False,0,4
张丽娟,False,1,4
张玉华,False,1,4
王淑兰,False,1,4
张玉华,False,1,4
王淑兰,False,1,4
李淑珍,False,1,4
王淑兰,False,1,4
陳美麗,False,0,4
陳建宇,False,0,4
陳美麗,False,0,4
陳雅惠,False,0,4
王淑兰,False,1,4
张丽娟,False,1,4
王淑兰,False,1,4
王淑兰,False,1,4
张桂芳,False,1,4
陳志宏,False,0,4
王淑兰,False,1,4
陳麗美,False,0,4
张桂芳,False,1,4
张玉华,False,1,4
陳建宇,False,0,4
陳淑惠,False,0,4
林子傑,False,0,4
张玉华,False,1,4
张桂芳,False,1,4
陳俊宇,False,0,4
刘玉英,False,1,4
赵秀英,False,1,4
李桂英,False,1,4
NA,True,-1,4
陳美麗,False,0,4
林冠宏,False,0,4
张玉华,False,1,4
陳威廷,False,0,4
陳美麗,False,0,4
王建国,False,1,4
陈俊宇,True,-1,4
陳美麗,False,0,4
陳美麗,False,0,4
林子傑,False,0,4
张玉华,False,1,4
林子傑,False,0,4
陳志宏,False,0,4
陳俊宇,False,0,4
张玉华,False,1,4
王淑兰,False,1,4
陳麗美,False,0,4
陳雅惠,False,0,4
王淑兰,False,1,4
林子傑,False,0,4
张玉华,False,1,4
张玉兰,False,1,4
陳麗美,False,0,4
张丽娟,False,1,4
张桂芳,False,1,4
陳美麗,False,0,4
林冠宏,False,0,4
陳雅惠,False,0,4
张玉华,False,1,4
陳威廷,False,0,4
李桂英,False,1,4
陈建宇,True,-1,4
陈俊宇,True,-1,4
张丽娟,False,1,4
陳淑惠,False,0,4
陳美麗,False,0,4
陳威廷,False,0,4
张丽娟,False,1,4
王淑兰,False,1,4
陳威廷,False,0,4
张丽娟,False,1,4
陳志宏,False,0,4
陳雅惠,False,0,4
陳建宇,False,0,4
陳麗美,False,0,4
陈俊宇,True,-1,4
张玉华,False,1,4
陳美麗,False,0,4
陳建宇,False,0,4
陳美麗,False,0,4
张玉华,False,1,4
陳建宇,False,0,4
张丽娟,False,1,4
王淑兰,False,1,4
陳麗美,False,0,4
张玉华,False,1,4
张丽娟,False,1,4
张桂芳,False,1,4
张桂芳,False,1,4
王淑兰,False,1,4
王淑兰,False,1,4
林冠宏,False,0,4
张玉华,False,1,4
陈美丽,True,-1,4
陳俊宇,False,0,4
张桂芳,False,1,4
林冠宏,False,0,4
刘玉英,False,1,4
张玉华,False,1,4
王建国,False,1,4
赵秀英,False,1,4
林冠宏,False,0,4
张玉兰,False,1,4
张玉华,False,1,4
李桂英,False,1,4
李淑珍,False,1,4
赵秀英,False,1,4
张桂芳,False,1,4
陳威廷,False,0,4
张桂芳,False,1,4
王建国,False,1,4
张丽娟,False,1,4
王建国,False,1,4
陈志宏,True,-1,4
林子傑,False,0,4
NA,True,-1,4
张丽娟,False,1,4
王建国,False,1,4
陳志宏,False,0,4
张玉华,False,1,4
林冠宏,False,0,4
赵秀英,False,1,4
李淑珍,False,1,4
李淑珍,False,1,4
李淑珍,False,1,4
李淑珍,False,1,4
王建国,False,1,4
林子傑,False,0,4
张丽娟,False,1,4
张桂芳,False,1,4
李淑珍,False,1,4
李桂英,False,1,4
王淑兰,False,1,4
陳淑惠,False,0,4
林子傑,False,0,4
李淑珍,False,1,4
陈俊宇,True,-1,4
李桂英,False,1,4
陳雅惠,False,0,4
张桂芳,False,1,4
陳麗美,False,0,4
张玉兰,False,1,4
林冠宏,False,0,4
林冠宏,False,0,4
陳雅惠,False,0,4
李淑珍,False,1,4
陳美麗,False,0,4
张桂芳,False,1,4
王建国,False,1,4
陳俊宇,False,0,4
李淑珍,False,1,4
陳志宏,False,0,4
张玉兰,False,1,4
林子傑,False,0,4
陈志宏,True,-1,4
张玉华,False,1,4
陳建宇,False,0,4
陳志宏,False,0,4
陳建宇,False,0,4
陳威廷,False,0,4
李淑珍,False,1,4
张丽娟,False,1,4
李淑珍,False,1,4
林子傑,False,0,4
王建国,False,1,4
张玉华,False,1,4
林子傑,False,0,4
王秀梅,False,1,5
王桂英,False,1,5
陳惠美,False,0,5
王桂英,False,1,5
王凤兰,False,1,5
王玉华,False,1,5
王玉华,False,1,5
李秀珍,False,1,5
王桂英,False,1,5
林欣儀,False,0,5
王桂英,False,1,5
陈志豪,True,-1,5
张海燕,False,1,5
王玉华,False,1,5
王秀华,False,1,5
王凤兰,False,1,5
王秀华,False,1,5
王秀华,False,1,5
王秀華,True,-1,5
王秀华,False,1,5
林欣儀,False,0,5
王秀华,False,1,5
陳雅玲,False,0,5
王秀梅,False,1,5
张海燕,False,1,5
王秀华,False,1,5
王秀梅,False,1,5
李秀珍,False,1,5
王秀华,False,1,5
王秀梅,False,1,5
王桂英,False,1,5
李秀珍,False,1,5
王凤兰,False,1,5
林欣儀,False,0,5
李淑芬,False,0,5
吳承恩,False,0,5
陈桂英,False,1,5
李秀珍,False,1,5
王玉华,False,1,5
王桂英,False,1,5
陈桂英,False,1,5
王秀华,False,1,5
吳俊賢,False,0,5
陳惠玲,False,0,5
王玉华,False,1,5
王玉华,False,1,5
吳俊賢,False,0,5
陳惠玲,False,0,5
张丽华,False,1,5
吳俊賢,False,0,5
王玉华,False,1,5
王玉华,False,1,5
吳承恩,False,0,5
王凤兰,False,1,5
吳承恩,False,0,5
王秀梅,False,1,5
王玉华,False,1,5
王凤兰,False,1,5
王秀华,False,1,5
王秀梅,False,1,5
王桂英,False,1,5
王秀华,False,1,5
吳承恩,False,0,5
王凤兰,False,1,5
王玉华,False,1,5
王玉华,False,1,5
张海燕,False,1,5
李秀珍,False,1,5
陳惠玲,False,0,5
王玉华,False,1,5
陳惠玲,False,0,5
王玉华,False,1,5
吳俊賢,False,0,5
王秀华,False,1,5
王玉华,False,1,5
吳俊賢,False,0,5
张海燕,False,1,5
李淑芬,False,0,5
王玉华,False,1,5
吳俊賢,False,0,5
张海燕,False,1,5
王秀华,False,1,5
吳俊賢,False,0,5
张海燕,False,1,5
王桂英,False,1,5
陳雅玲,False,0,5
林欣儀,False,0,5
陳惠美,False,0,5
吳俊賢,False,0,5
王凤兰,False,1,5
陳惠玲,False,0,5
林欣儀,False,0,5
王玉华,False,1,5
王凤兰,False,1,5
王玉华,False,1,5
张海燕,False,1,5
王秀华,False,1,5
王玉华,False,1,5
王凤兰,False,1,5
张海燕,False,1,5
李秀珍,False,1,5
李秀珍,False,1,5
王秀梅,False,1,5
王秀华,False,1,5
陳俊男,False,0,5
王玉华,False,1,5
王桂英,False,1,5
王玉华,False,1,5
李秀珍,False,1,5
陳俊男,False,0,5
王桂英,False,1,5
王玉华,False,1,5
张丽华,False,1,5
陈桂英,False,1,5
陳俊男,False,0,5
王玉华,False,1,5
王凤兰,False,1,5
王秀华,False,1,5
王建华,False,1,5
陈桂英,False,1,5
李秀珍,False,1,5
吳俊賢,False,0,5
李秀珍,False,1,5
张丽华,False,1,5
张海燕,False,1,5
张丽华,False,1,5
林淑華,False,0,5
吳承恩,False,0,5
王桂英,False,1,5
张海燕,False,1,5
王玉华,False,1,5
陳雅玲,False,0,5
王凤兰,False,1,5
陈俊男,True,-1,5
陈桂英,False,1,5
王建华,False,1,5
王玉华,False,1,5
王秀华,False,1,5
王建华,False,1,5
张丽华,False,1,5
吳承恩,False,0,5
王桂英,False,1,5
李秀珍,False,1,5
王建华,False,1,5
王秀华,False,1,5
王秀华,False,1,5
李淑芬,False,0,5
吳承恩,False,0,5
王玉华,False,1,5
陳志豪,False,0,5
王秀华,False,1,5
王玉华,False,1,5
李秀珍,False,1,5
陳惠美,False,0,5
王玉华,False,1,5
王玉华,False,1,5
陳俊男,False,0,5
王桂英,False,1,5
王玉华,False,1,5
陳惠玲,False,0,5
李秀珍,False,1,5
张丽华,False,1,5
陳志豪,False,0,5
王建华,False,1,5
王桂英,False,1,5
王玉华,False,1,5
吳承恩,False,0,5
王玉华,False,1,5
王玉华,False,1,5
林欣儀,False,0,5
陳惠美,False,0,5
林欣儀,False,0,5
吳俊賢,False,0,5
王建华,False,1,5
王桂英,False,1,5
王建华,False,1,5
吳承恩,False,0,5
张丽华,False,1,5
王凤兰,False,1,5
吳承恩,False,0,5
王玉英,False,1,6
陳彥宇,False,0,6
李俊毅,False,0,6
陳怡伶,False,0,6
李兰英,False,1,6
陳威宇,False,0,6
张海燕,False,1,6
陈桂英,False,1,6
王兰英,False,1,6
陳怡伶,False,0,6
王玉英,False,1,6
林明德,False,0,6
王玉英,False,1,6
张海燕,False,1,6
李冬梅,False,1,6
李兰英,False,1,6
李冬梅,False,1,6
刘桂英,False,1,6
李冬梅,False,1,6
陈柏霖,True,-1,6
陳怡伶,False,0,6
陈柏霖,True,-1,6
李俊毅,False,0,6
李冬梅,False,1,6
王玉珍,False,1,6
李冬梅,False,1,6
李冬梅,False,1,6
陈桂英,False,1,6
李俊毅,False,0,6
李冬梅,False,1,6
陳彥宇,False,0,6
陈桂英,False,1,6
李兰英,False,1,6
陳桂英,True,-1,6
陳慧玲,False,0,6
林秀玲,False,0,6
王玉珍,False,1,6
陈桂英,False,1,6
林明德,False,0,6
王兰英,False,1,6
王玉珍,False,1,6
张桂珍,False,1,6
林美惠,False,0,6
陳柏霖,False,0,6
陳威宇,False,0,6
张秀云,False,1,6
林美惠,False,0,6
陳柏霖,False,0,6
张秀云,False,1,6
林美惠,False,0,6
陳柏霖,False,0,6
陳柏霖,False,0,6
林秀玲,False,0,6
李兰英,False,1,6
林秀玲,False,0,6
李俊毅,False,0,6
林明德,False,0,6
李兰英,False,1,6
李冬梅,False,1,6
陳彥宇,False,0,6
李俊毅,False,0,6
李冬梅,False,1,6
林秀玲,False,0,6
李兰英,False,1,6
张海燕,False,1,6
陳彥宇,False,0,6
王玉英,False,1,6
陈桂英,False,1,6
陳柏霖,False,0,6
陳威宇,False,0,6
李俊毅,False,0,6
张海燕,False,1,6
林美惠,False,0,6
张桂珍,False,1,6
陳怡伶,False,0,6
林美惠,False,0,6
王玉英,False,1,6
陳慧玲,False,0,6
陳柏霖,False,0,6
林美惠,False,0,6
王玉英,False,1,6
李冬梅,False,1,6
林美惠,False,0,6
王玉英,False,1,6
黃柏翰,False,0,6
李俊毅,False,0,6
陳怡伶,False,0,6
陈彥宇,True,-1,6
林美惠,False,0,6
李兰英,False,1,6
李兰英,False,1,6
陳怡伶,False,0,6
陳柏霖,False,0,6
李兰英,False,1,6
陈怡伶,True,-1,6
王玉英,False,1,6
李冬梅,False,1,6
陈彥宇,True,-1,6
李兰英,False,1,6
王玉英,False,1,6
陈桂英,False,1,6
陈桂英,False,1,6
李冬梅,False,1,6
李冬梅,False,1,6
陳威宇,False,0,6
