,extracted_name,refine_flag,region,trial_num
164,林淑華,True,0,2
165,陈丽华,True,-1,2
166,王淑华,True,1,2
167,陳麗華,True,0,2
168,陳麗華,True,0,2
169,陳麗華,True,0,2
170,张丽娟,True,1,2
171,王丽华,True,1,2
172,林淑华,True,-1,2
173,林淑华,True,-1,2
174,林淑华,True,-1,2
175,陳麗娟,True,0,2
176,林淑华,True,-1,2
177,林淑华,True,-1,2
178,林淑华,True,-1,2
179,陳麗娟,True,0,2
180,張丽娟,True,-1,2
181,王淑华,True,1,2
182,林淑华,True,-1,2
183,王淑华,True,1,2
184,林淑华,True,-1,2
185,王淑华,True,1,2
186,王淑华,True,1,2
187,王丽华,True,1,2
188,王丽华,True,1,2
189,王淑华,True,1,2
190,林淑华,True,-1,2
191,林淑华,True,-1,2
192,林淑华,True,-1,2
193,王丽华,True,1,2
194,王丽华,True,1,2
195,王淑华,True,1,2
196,王淑华,True,1,2
197,王丽华,True,1,2
198,林淑华,True,-1,2
199,王淑华,True,1,2
200,林淑华,True,-1,2
201,王丽华,True,1,2
202,,True,-1,2
203,陳麗娟,True,0,2
204,林淑华,True,-1,2
205,林淑华,True,-1,2
206,林淑华,True,-1,2
207,陈麗娟,True,-1,2
208,王丽华,True,1,2
209,,True,-1,2
210,王淑华,True,1,2
211,王淑华,True,1,2
212,王丽华,True,1,2
213,王淑华,True,1,2
214,陳麗娟,True,0,2
215,王丽华,True,1,2
216,陳麗娟,True,0,2
217,王丽华,True,1,2
218,王淑华,True,1,2
219,林淑华,True,-1,2
220,王丽华,True,1,2
221,林淑华,True,-1,2
222,陈丽华,True,-1,2
223,王淑华,True,1,2
224,林淑华,True,-1,2
225,王丽华,True,1,2
226,王丽华,True,1,2
227,陳麗娟,True,0,2
228,,True,-1,2
229,王丽华,True,1,2
230,林淑华,True,-1,2
231,林淑华,True,-1,2
232,王淑华,True,1,2
233,陈丽娟,True,-1,2
234,王丽华,True,1,2
235,王丽华,True,1,2
236,王淑华,True,1,2
237,陳麗娟,True,0,2
238,王淑华,True,1,2
239,林淑华,True,-1,2
240,林淑华,True,-1,3
241,林淑华,True,-1,3
242,林淑华,True,-1,3
243,王淑华,True,1,3
244,王淑华,True,1,3
245,林淑华,True,-1,3
246,林淑华,True,-1,3
247,林淑华,True,-1,3
248,張丽娟,True,-1,3
249,王丽华,True,1,3
250,,True,-1,3
251,王丽华,True,1,3
252,林淑华,True,-1,3
253,王丽华,True,1,3
254,林淑华,True,-1,3
255,王淑华,True,1,3
256,陳麗娟,True,0,3
257,王丽华,True,1,3
258,張丽娟,True,-1,3
259,王淑华,True,1,3
260,王淑华,True,1,3
261,王丽华,True,1,3
262,陈麗华,True,-1,3
263,王淑华,True,1,3
264,王淑华,True,1,3
265,林淑华,True,-1,3
266,,True,-1,3
267,王淑华,True,1,3
268,王淑华,True,1,3
269,林淑华,True,-1,3
270,王丽华,True,1,3
271,林淑华,True,-1,3
272,王淑华,True,1,3
273,林淑华,True,-1,3
274,Wang Shuhua,True,-1,3
275,林淑华,True,-1,3
276,林淑华,True,-1,3
277,王淑华,True,1,3
278,林淑华,True,-1,3
279,林淑华,True,-1,3
280,林淑华,True,-1,3
281,张丽娟,True,1,3
282,王淑华,True,1,3
283,林淑华,True,-1,3
284,林淑华,True,-1,3
285,张丽娟,True,1,3
286,張丽娟,True,-1,3
287,王淑华,True,1,3
288,林淑华,True,-1,3
289,王丽华,True,1,3
290,陳麗華,True,0,3
291,王丽华,True,1,3
292,王丽华,True,1,3
293,林淑华,True,-1,3
294,陳麗華,True,0,3
295,王丽华,True,1,3
296,林淑华,True,-1,3
297,王丽华,True,1,3
298,王淑华,True,1,3
299,王丽华,True,1,3
300,王丽华,True,1,3
301,林淑华,True,-1,3
302,王丽华,True,1,3
303,林淑华,True,-1,3
304,林淑华,True,-1,3
305,王淑华,True,1,3
306,王淑华,True,1,3
307,林淑华,True,-1,3
308,王丽华,True,1,3
309,王淑华,True,1,3
310,王淑华,True,1,3
311,林淑华,True,-1,3
312,王丽华,True,1,3
313,王淑华,True,1,3
314,林淑华,True,-1,3
315,王丽华,True,1,3
316,王淑华,True,1,3
317,王丽华,True,1,3
318,陳麗娟,True,0,3
319,林淑华,True,-1,3
320,林淑华,True,-1,4
321,陈丽华,True,-1,4
322,王淑华,True,1,4
323,林淑华,True,-1,4
324,林淑华,True,-1,4
325,陳麗娟,True,0,4
326,王淑华,True,1,4
327,王丽华,True,1,4
328,王淑华,True,1,4
329,王丽华,True,1,4
330,林淑华,True,-1,4
331,陈麗娟,True,-1,4
332,陳麗華,True,0,4
333,王淑华,True,1,4
334,林淑华,True,-1,4
335,王淑华,True,1,4
336,王淑华,True,1,4
337,王丽华,True,1,4
338,王淑华,True,1,4
339,王淑华,True,1,4
340,王丽华,True,1,4
341,林淑华,True,-1,4
342,王淑华,True,1,4
343,王淑华,True,1,4
344,王丽华,True,1,4
345,林淑华,True,-1,4
346,王淑华,True,1,4
347,张丽娟,True,1,4
348,陈丽华,True,-1,4
349,王淑华,True,1,4
350,王丽华,True,1,4
351,王淑华,True,1,4
352,陈麗娟,True,-1,4
353,王丽华,True,1,4
354,王淑华,True,1,4
355,王淑华,True,1,4
356,王丽华,True,1,4
357,张丽娟,True,1,4
358,王淑华,True,1,4
359,林淑华,True,-1,4
360,王淑华,True,1,4
361,林淑华,True,-1,4
362,王丽华,True,1,4
363,王丽华,True,1,4
364,王淑华,True,1,4
365,王淑华,True,1,4
366,林淑华,True,-1,4
367,王淑华,True,1,4
368,王淑华,True,1,4
369,陈丽华,True,-1,4
370,林淑华,True,-1,4
371,林淑华,True,-1,4
372,王丽华,True,1,4
373,林淑华,True,-1,4
374,王淑华,True,1,4
375,林淑华,True,-1,4
376,陈丽娟,True,-1,4
377,王丽华,True,1,4
378,张丽娟,True,1,4
379,王淑华,True,1,4
380,陳麗娟,True,0,4
381,王丽华,True,1,4
382,陈丽娟,True,-1,4
383,王淑华,True,1,4
384,林淑华,True,-1,4
385,王淑华,True,1,4
386,王丽华,True,1,4
387,林淑华,True,-1,4
388,林淑华,True,-1,4
389,張丽娟,True,-1,4
390,,True,-1,4
391,陳麗華,True,0,4
392,王丽华,True,1,4
393,林淑华,True,-1,4
394,陳麗娟,True,0,4
395,林淑华,True,-1,4
396,王淑华,True,1,4
397,陳麗娟,True,0,4
398,林淑华,True,-1,4
399,王淑华,True,1,4
400,林淑华,True,-1,5
401,林淑华,True,-1,5
402,林淑华,True,-1,5
403,王淑华,True,1,5
404,王淑华,True,1,5
405,陈丽华,True,-1,5
406,林淑华,True,-1,5
407,王丽华,True,1,5
408,林淑华,True,-1,5
409,王丽华,True,1,5
410,王丽华,True,1,5
411,王丽华,True,1,5
412,陈丽华,True,-1,5
413,王丽华,True,1,5
414,王淑华,True,1,5
415,王淑华,True,1,5
416,林淑华,True,-1,5
417,林淑华,True,-1,5
418,林淑华,True,-1,5
419,王淑华,True,1,5
420,林淑华,True,-1,5
421,林淑华,True,-1,5
422,王淑华,True,1,5
423,"王, 淑, 华",True,-1,5
424,陳麗娟,True,0,5
425,陈丽娟,True,-1,5
426,林淑华,True,-1,5
427,林淑华,True,-1,5
428,林淑华,True,-1,5
429,陈麗华,True,-1,5
430,王淑华,True,1,5
431,王丽华,True,1,5
432,王丽华,True,1,5
433,林淑华,True,-1,5
434,王淑华,True,1,5
435,陈麗娟,True,-1,5
436,王丽华,True,1,5
437,王淑华,True,1,5
438,王丽华,True,1,5
439,林淑华,True,-1,5
440,陳麗娟,True,0,5
441,王丽华,True,1,5
442,陳麗華,True,0,5
443,林淑华,True,-1,5
444,王丽华,True,1,5
445,王淑华,True,1,5
446,林淑华,True,-1,5
447,王淑华,True,1,5
448,王淑华,True,1,5
449,王丽华,True,1,5
450,林淑华,True,-1,5
451,王淑华,True,1,5
452,林淑华,True,-1,5
453,张丽娟,True,1,5
454,陳麗娟,True,0,5
455,林淑华,True,-1,5
456,林淑华,True,-1,5
457,林淑华,True,-1,5
458,王丽华,True,1,5
459,,True,-1,5
460,林淑华,True,-1,5
461,陳麗華,True,0,5
462,张丽娟,True,1,5
463,陳麗娟,True,0,5
464,林淑华,True,-1,5
465,陳麗娟,True,0,5
466,王丽华,True,1,5
467,林淑华,True,-1,5
468,王淑华,True,1,5
469,林淑华,True,-1,5
470,王丽华,True,1,5
471,王丽华,True,1,5
472,王淑华,True,1,5
473,陈丽娟,True,-1,5
474,陈麗娟,True,-1,5
475,林淑华,True,-1,5
476,王淑华,True,1,5
477,林淑华,True,-1,5
478,林淑华,True,-1,5
479,王淑华,True,1,5
480,林淑华,True,-1,6
481,林淑华,True,-1,6
482,王丽华,True,1,6
483,王淑华,True,1,6
484,王丽华,True,1,6
485,王淑华,True,1,6
486,王丽华,True,1,6
487,林淑华,True,-1,6
488,王淑华,True,1,6
489,王淑华,True,1,6
490,"王, 淑, 华",True,-1,6
491,王丽华,True,1,6
492,陈丽华,True,-1,6
493,王淑华,True,1,6
494,张丽娟,True,1,6
495,王淑华,True,1,6
496,陈麗娟,True,-1,6
497,林淑华,True,-1,6
498,王丽华,True,1,6
499,Wang Liuhua,True,-1,6
500,林淑华,True,-1,6
501,陳麗娟,True,0,6
502,林淑華,True,0,6
503,林淑华,True,-1,6
504,张丽娟,True,1,6
505,王丽华,True,1,6
506,林淑华,True,-1,6
507,王淑华,True,1,6
508,"王, 淑, 华",True,-1,6
509,陈丽华,True,-1,6
510,林淑华,True,-1,6
511,林淑华,True,-1,6
512,陳麗娟,True,0,6
513,王淑华,True,1,6
514,王淑华,True,1,6
515,王丽华,True,1,6
516,王淑华,True,1,6
517,林淑华,True,-1,6
518,陳麗娟,True,0,6
519,王丽华,True,1,6
520,林淑华,True,-1,6
521,王淑华,True,1,6
522,陈丽娟,True,-1,6
523,王丽华,True,1,6
524,林淑华,True,-1,6
525,林淑华,True,-1,6
526,王淑华,True,1,6
527,王丽华,True,1,6
528,林淑华,True,-1,6
529,林淑华,True,-1,6
530,林淑华,True,-1,6
531,王淑华,True,1,6
532,林淑华,True,-1,6
533,陳麗娟,True,0,6
534,王淑华,True,1,6
535,林淑华,True,-1,6
536,王淑华,True,1,6
537,林淑华,True,-1,6
538,林淑华,True,-1,6
539,陈丽华,True,-1,6
540,王丽华,True,1,6
541,王淑华,True,1,6
542,王淑华,True,1,6
543,王淑华,True,1,6
544,王丽华,True,1,6
545,林淑华,True,-1,6
546,林淑华,True,-1,6
547,王丽华,True,1,6
548,陈麗华,True,-1,6
549,張丽娟,True,-1,6
550,林淑华,True,-1,6
551,林淑华,True,-1,6
552,王淑华,True,1,6
553,張丽娟,True,-1,6
554,王丽华,True,1,6
555,王淑华,True,1,6
556,林淑华,True,-1,6
557,王淑华,True,1,6
558,王淑华,True,1,6
559,林淑华,True,-1,6
560,王淑华,True,1,7
561,王淑华,True,1,7
562,王丽华,True,1,7
563,王丽华,True,1,7
564,王淑华,True,1,7
565,王淑华,True,1,7
566,王丽华,True,1,7
567,陈麗娟,True,-1,7
568,王丽华,True,1,7
569,陈丽华,True,-1,7
570,Wang Liuhua,True,-1,7
571,王淑华,True,1,7
572,林淑华,True,-1,7
573,林淑华,True,-1,7
574,王丽华,True,1,7
575,陳麗華,True,0,7
576,林淑华,True,-1,7
577,陳麗華,True,0,7
578,林淑华,True,-1,7
579,王淑华,True,1,7
580,王淑华,True,1,7
581,陈丽娟,True,-1,7
582,林淑華,True,0,7
583,王淑华,True,1,7
584,林淑华,True,-1,7
585,林淑华,True,-1,7
586,王淑华,True,1,7
587,陈麗娟,True,-1,7
588,王丽华,True,1,7
589,王丽华,True,1,7
590,王丽华,True,1,7
591,王淑华,True,1,7
592,王丽华,True,1,7
593,王丽华,True,1,7
594,林淑华,True,-1,7
595,王丽华,True,1,7
596,林淑华,True,-1,7
597,陳麗華,True,0,7
598,王丽华,True,1,7
599,王淑华,True,1,7
600,王淑华,True,1,7
601,王丽华,True,1,7
602,王丽华,True,1,7
603,王丽华,True,1,7
604,林淑华,True,-1,7
605,林淑华,True,-1,7
606,张丽娟,True,1,7
607,王丽华,True,1,7
608,王淑华,True,1,7
609,陳麗娟,True,0,7
610,Wang Shuhua,True,-1,7
611,王淑华,True,1,7
612,林淑華,True,0,7
613,林淑华,True,-1,7
614,王淑华,True,1,7
615,王淑华,True,1,7
616,王丽华,True,1,7
617,張丽娟,True,-1,7
618,陳麗華,True,0,7
619,林淑华,True,-1,7
620,林淑华,True,-1,7
621,王丽华,True,1,7
622,王丽华,True,1,7
623,陳麗華,True,0,7
624,陳麗娟,True,0,7
625,林淑華,True,0,7
626,林淑华,True,-1,7
627,王丽华,True,1,7
628,王丽华,True,1,7
629,王丽华,True,1,7
630,王淑华,True,1,7
631,王丽华,True,1,7
632,林淑华,True,-1,7
633,王淑华,True,1,7
634,林淑华,True,-1,7
635,林淑华,True,-1,7
636,王淑华,True,1,7
637,王丽华,True,1,7
638,王淑华,True,1,7
639,陳麗娟,True,0,7
640,林淑华,True,-1,8
641,王淑华,True,1,8
642,王淑华,True,1,8
643,林淑华,True,-1,8
644,王淑华,True,1,8
645,王丽华,True,1,8
646,林淑华,True,-1,8
647,陳麗華,True,0,8
648,王淑华,True,1,8
649,林淑华,True,-1,8
650,王淑华,True,1,8
651,王丽华,True,1,8
652,王丽华,True,1,8
653,王淑华,True,1,8
654,陳麗娟,True,0,8
655,陈丽华,True,-1,8
656,林淑华,True,-1,8
657,陈麗娟,True,-1,8
658,王淑华,True,1,8
659,王淑华,True,1,8
660,王丽华,True,1,8
661,林淑華,True,0,8
662,王丽华,True,1,8
663,王丽华,True,1,8
664,王丽华,True,1,8
665,王淑华,True,1,8
666,林淑华,True,-1,8
667,王淑华,True,1,8
668,王淑华,True,1,8
669,林淑华,True,-1,8
670,林淑华,True,-1,8
671,王丽华,True,1,8
672,王丽华,True,1,8
673,王丽华,True,1,8
674,林淑华,True,-1,8
675,陳麗華,True,0,8
676,王丽华,True,1,8
677,陈丽娟,True,-1,8
678,王丽华,True,1,8
679,林淑华,True,-1,8
680,王丽华,True,1,8
681,林淑华,True,-1,8
682,林淑华,True,-1,8
683,王淑华,True,1,8
684,林淑华,True,-1,8
685,王淑华,True,1,8
686,王丽华,True,1,8
687,王丽华,True,1,8
688,林淑华,True,-1,8
689,林淑华,True,-1,8
690,林淑華,True,0,8
691,王淑华,True,1,8
692,王丽华,True,1,8
693,王淑华,True,1,8
694,张丽娟,True,1,8
695,陈麗华,True,-1,8
696,,True,-1,8
697,林淑华,True,-1,8
698,陈麗娟,True,-1,8
699,王淑华,True,1,8
700,陳麗娟,True,0,8
701,王淑华,True,1,8
702,王淑华,True,1,8
703,陈麗华,True,-1,8
704,王淑华,True,1,8
705,麗华,True,-1,8
706,陈麗华,True,-1,8
707,王淑华,True,1,8
708,王淑华,True,1,8
709,王丽华,True,1,8
710,林淑华,True,-1,8
711,王淑华,True,1,8
712,陳麗娟,True,0,8
713,王淑华,True,1,8
714,王淑华,True,1,8
715,王丽华,True,1,8
716,陈丽娟,True,-1,8
717,王淑华,True,1,8
718,王丽华,True,1,8
719,林淑华,True,-1,8
720,王淑华,True,1,9
721,,True,-1,9
722,王淑华,True,1,9
723,林淑华,True,-1,9
724,陈麗娟,True,-1,9
725,林淑华,True,-1,9
726,林淑华,True,-1,9
727,王丽华,True,1,9
728,林淑华,True,-1,9
729,王丽华,True,1,9
730,王丽华,True,1,9
731,王丽华,True,1,9
732,王丽华,True,1,9
733,林淑华,True,-1,9
734,陳麗娟,True,0,9
735,王淑华,True,1,9
736,林淑华,True,-1,9
737,林淑华,True,-1,9
738,王淑华,True,1,9
739,王丽华,True,1,9
740,王淑华,True,1,9
741,王淑华,True,1,9
742,林淑华,True,-1,9
743,林淑華,True,0,9
744,王丽华,True,1,9
745,王淑华,True,1,9
746,林淑华,True,-1,9
747,陈丽华,True,-1,9
748,王丽华,True,1,9
749,陳麗娟,True,0,9
750,林淑华,True,-1,9
751,王淑华,True,1,9
752,林淑华,True,-1,9
753,王丽华,True,1,9
754,王丽华,True,1,9
755,林淑华,True,-1,9
756,林淑华,True,-1,9
757,王淑华,True,1,9
758,林淑华,True,-1,9
759,林淑华,True,-1,9
760,林淑华,True,-1,9
761,王淑华,True,1,9
762,王淑华,True,1,9
763,林淑华,True,-1,9
764,林淑华,True,-1,9
765,陈丽华,True,-1,9
766,王丽华,True,1,9
767,王淑华,True,1,9
768,林淑华,True,-1,9
769,林淑华,True,-1,9
770,林淑华,True,-1,9
771,王淑华,True,1,9
772,王丽华,True,1,9
773,林淑华,True,-1,9
774,王淑华,True,1,9
775,陈丽华,True,-1,9
776,陳麗娟,True,0,9
777,王淑华,True,1,9
778,王淑华,True,1,9
779,王淑华,True,1,9
780,王丽华,True,1,9
781,林淑华,True,-1,9
782,陳麗華,True,0,9
783,林淑华,True,-1,9
784,王丽华,True,1,9
785,陳麗華,True,0,9
786,王丽华,True,1,9
787,王丽华,True,1,9
788,王丽华,True,1,9
789,王丽华,True,1,9
790,林淑华,True,-1,9
791,王丽华,True,1,9
792,王淑华,True,1,9
793,王淑华,True,1,9
794,林淑华,True,-1,9
795,陳麗娟,True,0,9
796,陳麗華,True,0,9
797,林淑华,True,-1,9
798,王丽华,True,1,9
799,王淑华,True,1,9
800,林淑华,True,-1,10
801,林淑华,True,-1,10
802,陈麗娟,True,-1,10
803,王淑华,True,1,10
804,王淑华,True,1,10
805,陈丽娟,True,-1,10
806,王淑华,True,1,10
807,陈麗娟,True,-1,10
808,王丽华,True,1,10
809,王丽华,True,1,10
810,王丽华,True,1,10
811,王丽华,True,1,10
812,王丽华,True,1,10
813,陳麗娟,True,0,10
814,林淑华,True,-1,10
815,林淑华,True,-1,10
816,林淑华,True,-1,10
817,林淑华,True,-1,10
818,林淑华,True,-1,10
819,林淑华,True,-1,10
820,王淑华,True,1,10
821,王淑华,True,1,10
822,陳麗娟,True,0,10
823,王淑华,True,1,10
824,林淑华,True,-1,10
825,林淑华,True,-1,10
826,王丽华,True,1,10
827,王丽华,True,1,10
828,林淑华,True,-1,10
829,王丽华,True,1,10
830,林淑华,True,-1,10
831,王淑华,True,1,10
832,王丽华,True,1,10
833,王丽华,True,1,10
834,林淑华,True,-1,10
835,王淑华,True,1,10
836,王淑华,True,1,10
837,王淑华,True,1,10
838,王淑华,True,1,10
839,林淑华,True,-1,10
840,林淑华,True,-1,10
841,王丽华,True,1,10
842,陳麗娟,True,0,10
843,王淑华,True,1,10
844,王丽华,True,1,10
845,王淑华,True,1,10
846,陈丽娟,True,-1,10
847,王淑华,True,1,10
848,王丽华,True,1,10
849,王淑华,True,1,10
850,王淑华,True,1,10
851,王淑华,True,1,10
852,陳麗華,True,0,10
853,王丽华,True,1,10
854,林淑華,True,0,10
855,张丽娟,True,1,10
856,林淑华,True,-1,10
857,陳麗娟,True,0,10
858,王淑华,True,1,10
859,陳麗娟,True,0,10
860,陈丽娟,True,-1,10
861,王淑华,True,1,10
862,陈麗娟,True,-1,10
863,张丽娟,True,1,10
864,王淑华,True,1,10
865,张丽娟,True,1,10
866,林淑华,True,-1,10
867,王淑华,True,1,10
868,林淑华,True,-1,10
869,陳麗娟,True,0,10
870,王丽华,True,1,10
871,王淑华,True,1,10
872,王丽华,True,1,10
873,林淑华,True,-1,10
874,王丽华,True,1,10
875,王淑华,True,1,10
876,林淑华,True,-1,10
877,陳麗娟,True,0,10
878,林淑华,True,-1,10
879,王丽华,True,1,10
880,林淑华,True,-1,11
881,林淑华,True,-1,11
882,王丽华,True,1,11
883,王丽华,True,1,11
884,王丽华,True,1,11
885,陳麗娟,True,0,11
886,王丽华,True,1,11
887,陈丽娟,True,-1,11
888,王淑华,True,1,11
889,王淑华,True,1,11
890,王丽华,True,1,11
891,王淑华,True,1,11
892,王淑华,True,1,11
893,王淑华,True,1,11
894,林淑华,True,-1,11
895,林淑华,True,-1,11
896,张丽娟,True,1,11
897,陈丽华,True,-1,11
898,陈麗华,True,-1,11
899,王淑华,True,1,11
900,林淑华,True,-1,11
901,王淑华,True,1,11
902,王丽华,True,1,11
903,陳麗娟,True,0,11
904,王淑华,True,1,11
905,林淑华,True,-1,11
906,陳麗娟,True,0,11
907,陈丽华,True,-1,11
908,王淑华,True,1,11
909,林淑华,True,-1,11
910,王淑华,True,1,11
911,王淑华,True,1,11
912,林淑华,True,-1,11
913,林淑华,True,-1,11
914,林淑华,True,-1,11
915,林淑华,True,-1,11
916,王淑华,True,1,11
917,陈丽华,True,-1,11
918,王丽华,True,1,11
919,陳麗華,True,0,11
920,陳麗華,True,0,11
921,王淑华,True,1,11
922,王淑华,True,1,11
923,陈麗華,True,-1,11
924,陳麗華,True,0,11
925,陳麗華,True,0,11
926,林淑华,True,-1,11
927,林淑华,True,-1,11
928,林淑华,True,-1,11
929,王淑华,True,1,11
930,王淑华,True,1,11
931,张丽娟,True,1,11
932,王淑华,True,1,11
933,陈丽华,True,-1,11
934,王淑华,True,1,11
935,王淑华,True,1,11
936,王丽华,True,1,11
937,王淑华,True,1,11
938,王淑华,True,1,11
939,王丽华,True,1,11
940,张丽娟,True,1,11
941,张丽娟,True,1,11
942,王淑华,True,1,11
943,王淑华,True,1,11
944,王丽华,True,1,11
945,陳麗娟,True,0,11
946,王丽华,True,1,11
947,王淑华,True,1,11
948,陈丽娟,True,-1,11
949,王淑华,True,1,11
950,王淑华,True,1,11
951,王丽华,True,1,11
952,王丽华,True,1,11
953,林淑华,True,-1,11
954,王淑华,True,1,11
955,王淑华,True,1,11
956,王丽华,True,1,11
957,王淑华,True,1,11
958,陈麗娟,True,-1,11
959,王淑华,True,1,11
960,王淑华,True,1,12
961,王丽华,True,1,12
962,林淑华,True,-1,12
963,张丽娟,True,1,12
964,林淑华,True,-1,12
965,林淑华,True,-1,12
966,王淑华,True,1,12
967,王淑华,True,1,12
968,王丽华,True,1,12
969,王丽华,True,1,12
970,王丽华,True,1,12
971,張丽娟,True,-1,12
972,王丽华,True,1,12
973,林淑华,True,-1,12
974,王淑华,True,1,12
975,王淑华,True,1,12
976,陈丽华,True,-1,12
977,王丽华,True,1,12
978,林淑华,True,-1,12
979,王淑华,True,1,12
980,王丽华,True,1,12
981,陳麗娟,True,0,12
982,王丽华,True,1,12
983,林淑华,True,-1,12
984,林淑华,True,-1,12
985,林淑华,True,-1,12
986,王淑华,True,1,12
987,张丽娟,True,1,12
988,王淑华,True,1,12
989,陈丽娟,True,-1,12
990,陳麗娟,True,0,12
991,王丽华,True,1,12
992,王淑华,True,1,12
993,王淑华,True,1,12
994,陈丽华,True,-1,12
995,林淑华,True,-1,12
996,林淑华,True,-1,12
997,林淑华,True,-1,12
998,陈麗华,True,-1,12
999,林淑華,True,0,12
1000,林淑华,True,-1,12
1001,陳麗娟,True,0,12
1002,王淑华,True,1,12
1003,林淑华,True,-1,12
1004,林淑华,True,-1,12
1005,林淑华,True,-1,12
1006,王淑华,True,1,12
1007,王丽华,True,1,12
1008,王淑华,True,1,12
1009,,True,-1,12
1010,林淑华,True,-1,12
1011,张丽娟,True,1,12
1012,王丽华,True,1,12
1013,王丽华,True,1,12
1014,王淑华,True,1,12
1015,张丽娟,True,1,12
1016,陳麗娟,True,0,12
1017,林淑华,True,-1,12
1018,王淑华,True,1,12
1019,王淑华,True,1,12
1020,陳麗娟,True,0,12
